timestamp,service,cpu_usage,memory_usage,latency_ms,request_rate,error_rate
2026-03-01T10:10:00Z,api_gateway,31.04,52.75,42.55,171.45,0.0012
2026-03-01T10:10:00Z,order_service,35.46,37.02,29.21,160.91,0.007
2026-03-01T10:10:00Z,inventory_service,37.66,36.63,29.24,206.14,0.0099
2026-03-01T10:10:00Z,payment_service,40.32,53.94,74.3,206.44,0.0075
2026-03-01T10:10:00Z,database,39.43,46.17,46.21,166.68,0.0091
2026-03-01T10:10:00Z,cache,20.28,44.37,27.82,167.63,0.0012
2026-03-01T10:11:00Z,frontend,38.65,46.67,73.11,192.86,0.0037
2026-03-01T10:11:00Z,api_gateway,25.59,54.26,25.61,156.47,0.0097
2026-03-01T10:11:00Z,order_service,33.19,54.86,28.69,295.4,0.0055
2026-03-01T10:11:00Z,inventory_service,35.73,48.91,47.73,237.65,0.0063
2026-03-01T10:11:00Z,payment_service,21.14,40.62,72.52,218.35,0.0089
2026-03-01T10:11:00Z,database,26.93,38.76,48.18,237.55,0.0035
2026-03-01T10:11:00Z,cache,44.36,54.72,59.91,196.43,0.0054
2026-03-01T10:12:00Z,frontend,37.12,38.25,70.55,292.47,0.0082
2026-03-01T10:12:00Z,api_gateway,35.34,43.36,71.64,156.78,0.0087
2026-03-01T10:12:00Z,order_service,29.41,51.21,74.36,239.12,0.0015
2026-03-01T10:12:00Z,inventory_service,44.25,51.84,66.92,212.22,0.0047
2026-03-01T10:12:00Z,payment_service,21.41,52.29,65.65,299.5,0.01
2026-03-01T10:12:00Z,database,39.22,53.9,67.48,217.58,0.0025
2026-03-01T10:12:00Z,cache,43.85,47.12,36.43,242.72,0.0067
2026-03-01T10:13:00Z,frontend,22.84,48.43,51.02,228.02,0.0077
2026-03-01T10:13:00Z,api_gateway,33.8,46.22,68.83,170.1,0.004
2026-03-01T10:13:00Z,order_service,38.88,47.41,60.2,170.46,0.0021
2026-03-01T10:13:00Z,inventory_service,28.76,46.8,44.61,285.62,0.0044
2026-03-01T10:13:00Z,payment_service,32.85,50.67,44.83,279.35,0.0062
2026-03-01T10:13:00Z,database,23.68,53.53,49.61,218.87,0.0026
2026-03-01T10:13:00Z,cache,32.32,41.58,56.67,161.38,0.0024
2026-03-01T10:14:00Z,frontend,23.2,38.04,31.94,177.28,0.0064
2026-03-01T10:14:00Z,api_gateway,42.42,44.48,58.38,178.84,0.0017
2026-03-01T10:14:00Z,order_service,24.22,40.57,33.85,168.1,0.0009
2026-03-01T10:14:00Z,inventory_service,25.16,42.29,50.17,155.9,0.0069
2026-03-01T10:14:00Z,payment_service,35.7,36.64,68.68,159.16,0.0092
2026-03-01T10:14:00Z,database,40.16,49.97,34.23,205.57,0.0021
2026-03-01T10:14:00Z,cache,35.46,42.38,48.13,155.5,0.0075
2026-03-01T10:15:00Z,frontend,37.83,52.9,50.58,166.08,0.0053
2026-03-01T10:15:00Z,api_gateway,33.32,39.85,38.46,153.01,0.0038
2026-03-01T10:15:00Z,order_service,25.29,41.55,30.99,239.04,0.0089
2026-03-01T10:15:00Z,inventory_service,39.73,44.97,29.35,238.03,0.0054
2026-03-01T10:15:00Z,payment_service,30.79,37.55,39.19,246.89,0.0036
2026-03-01T10:15:00Z,database,28.9,54.73,55.29,165.27,0.0024
2026-03-01T10:15:00Z,cache,26.15,38.21,34.33,176.01,0.0029
2026-03-01T10:16:00Z,frontend,22.01,45.49,45.52,166.81,0.0098
2026-03-01T10:16:00Z,api_gateway,44.24,52.31,65.85,175.63,0.0026
2026-03-01T10:16:00Z,order_service,43.23,46.14,53.58,265.42,0.0028
2026-03-01T10:16:00Z,inventory_service,28.09,43.51,50.38,167.23,0.0024
2026-03-01T10:16:00Z,payment_service,27.22,46.62,32.72,229.89,0.0048
2026-03-01T10:16:00Z,database,28.42,37.69,28.17,198.35,0.0099
2026-03-01T10:16:00Z,cache,26.37,48.63,63.01,220.74,0.006
2026-03-01T10:17:00Z,frontend,28.72,53.59,66.53,168.64,0.0097
2026-03-01T10:17:00Z,api_gateway,43.46,38.62,28.32,236.17,0.0074
2026-03-01T10:17:00Z,order_service,23.49,50.91,35.08,174.64,0.0016
2026-03-01T10:17:00Z,inventory_service,36.63,45.46,42.94,208.87,0.0088
2026-03-01T10:17:00Z,payment_service,30.98,42.54,48.13,262.14,0.003
2026-03-01T10:17:00Z,database,25.81,52.99,44.19,285.97,0.0054
2026-03-01T10:17:00Z,cache,22.92,53.8,56.39,170.89,0.0033
2026-03-01T10:18:00Z,frontend,35.5,45.67,69.69,172.75,0.0079
2026-03-01T10:18:00Z,api_gateway,26.21,49.88,26.68,264.37,0.0057
2026-03-01T10:18:00Z,order_service,28.55,51.43,30.53,169.12,0.0085
2026-03-01T10:18:00Z,inventory_service,39.93,38.0,36.46,258.01,0.0072
2026-03-01T10:18:00Z,payment_service,37.35,45.85,37.59,177.24,0.0035
2026-03-01T10:18:00Z,database,34.58,43.02,48.1,173.0,0.0095
2026-03-01T10:18:00Z,cache,32.65,47.23,25.91,289.82,0.0087
2026-03-01T10:19:00Z,frontend,37.42,53.45,60.36,236.44,0.0015
2026-03-01T10:19:00Z,api_gateway,30.6,49.73,71.72,217.63,0.0093
2026-03-01T10:19:00Z,order_service,44.62,51.78,31.23,280.48,0.0092
2026-03-01T10:19:00Z,inventory_service,34.78,42.98,27.74,270.43,0.0034
2026-03-01T10:19:00Z,payment_service,28.34,42.96,51.87,201.95,0.0092
2026-03-01T10:19:00Z,database,38.44,44.04,36.23,171.13,0.0045
2026-03-01T10:19:00Z,cache,32.46,43.38,70.74,237.09,0.0036
2026-03-01T10:20:00Z,frontend,20.33,48.27,33.9,172.3,0.0096
2026-03-01T10:20:00Z,api_gateway,22.13,54.94,50.11,160.06,0.006
2026-03-01T10:20:00Z,order_service,25.25,52.96,35.26,155.48,0.0019
2026-03-01T10:20:00Z,inventory_service,34.12,36.31,63.78,228.66,0.0045
2026-03-01T10:20:00Z,payment_service,30.02,46.19,32.76,279.27,0.0018
2026-03-01T10:20:00Z,database,29.33,40.41,57.2,153.81,0.0041
2026-03-01T10:20:00Z,cache,37.9,48.18,26.35,184.66,0.0022
2026-03-01T10:21:00Z,frontend,20.49,37.08,65.0,247.91,0.0018
2026-03-01T10:21:00Z,api_gateway,22.49,39.86,61.11,274.53,0.0086
2026-03-01T10:21:00Z,order_service,36.7,39.1,39.66,151.95,0.009
2026-03-01T10:21:00Z,inventory_service,25.2,35.53,34.07,213.21,0.0058
2026-03-01T10:21:00Z,payment_service,40.44,41.84,37.97,238.54,0.0038
2026-03-01T10:21:00Z,database,35.6,43.19,52.6,194.17,0.0044
2026-03-01T10:21:00Z,cache,39.09,37.8,68.42,284.18,0.0049
2026-03-01T10:22:00Z,frontend,30.63,35.45,38.43,245.02,0.0054
2026-03-01T10:22:00Z,api_gateway,23.48,51.7,74.22,175.75,0.0053
2026-03-01T10:22:00Z,order_service,20.46,53.29,30.89,191.11,0.0058
2026-03-01T10:22:00Z,inventory_service,36.29,51.59,35.32,170.53,0.0001
2026-03-01T10:22:00Z,payment_service,41.85,46.95,55.03,176.31,0.0067
2026-03-01T10:22:00Z,database,30.47,42.66,50.95,174.94,0.0005
2026-03-01T10:22:00Z,cache,22.07,47.06,37.27,193.3,0.0039
2026-03-01T10:23:00Z,frontend,37.98,40.94,53.32,249.55,0.0048
2026-03-01T10:23:00Z,api_gateway,38.31,39.3,26.56,239.26,0.0026
2026-03-01T10:23:00Z,order_service,32.41,46.94,41.71,165.99,0.0077
2026-03-01T10:23:00Z,inventory_service,38.2,44.91,59.42,186.96,0.0043
2026-03-01T10:23:00Z,payment_service,39.99,48.89,38.61,204.15,0.0059
2026-03-01T10:23:00Z,database,42.93,37.74,72.51,177.77,0.0045
2026-03-01T10:23:00Z,cache,41.82,49.64,65.33,253.84,0.0066
2026-03-01T10:24:00Z,frontend,26.24,44.79,36.06,291.61,0.0099
2026-03-01T10:24:00Z,api_gateway,37.64,53.5,34.03,287.32,0.0057
2026-03-01T10:24:00Z,order_service,37.44,40.95,71.22,291.64,0.0097
2026-03-01T10:24:00Z,inventory_service,41.55,51.89,40.96,155.55,0.0083
2026-03-01T10:24:00Z,payment_service,25.75,37.41,28.85,200.98,0.007
2026-03-01T10:24:00Z,database,21.63,41.31,51.97,197.81,0.0079
2026-03-01T10:24:00Z,cache,42.15,47.32,36.65,280.51,0.0002
2026-03-01T10:25:00Z,frontend,41.87,45.58,71.95,299.69,0.008
2026-03-01T10:25:00Z,api_gateway,39.18,43.04,48.99,281.05,0.0063
2026-03-01T10:25:00Z,order_service,39.21,43.36,46.07,185.82,0.0074
2026-03-01T10:25:00Z,inventory_service,28.87,40.74,39.82,156.31,0.0023
2026-03-01T10:25:00Z,payment_service,44.69,43.56,44.22,182.74,0.0068
2026-03-01T10:25:00Z,database,39.66,36.79,45.88,291.71,0.0088
2026-03-01T10:25:00Z,cache,35.34,38.34,74.56,291.41,0.0023
2026-03-01T10:26:00Z,frontend,35.19,45.25,36.53,183.07,0.0018
2026-03-01T10:26:00Z,api_gateway,39.49,42.0,27.89,282.57,0.0097
2026-03-01T10:26:00Z,order_service,44.87,38.48,44.81,254.4,0.0076
2026-03-01T10:26:00Z,inventory_service,40.4,39.49,36.19,238.94,0.0054
2026-03-01T10:26:00Z,payment_service,22.29,52.55,38.28,283.31,0.0013
2026-03-01T10:26:00Z,database,41.55,51.19,57.76,163.05,0.0055
2026-03-01T10:26:00Z,cache,29.32,40.2,61.17,162.16,0.005
2026-03-01T10:27:00Z,frontend,37.08,36.52,67.56,222.09,0.005
2026-03-01T10:27:00Z,api_gateway,40.62,41.96,58.9,190.05,0.0057
2026-03-01T10:27:00Z,order_service,39.94,48.17,67.53,256.25,0.0087
2026-03-01T10:27:00Z,inventory_service,37.44,48.6,55.93,173.79,0.0075
2026-03-01T10:27:00Z,payment_service,41.8,35.58,66.29,200.27,0.0013
2026-03-01T10:27:00Z,database,24.02,51.36,66.61,150.96,0.0051
2026-03-01T10:27:00Z,cache,35.42,54.62,56.59,245.1,0.0026
2026-03-01T10:28:00Z,frontend,39.5,37.14,63.05,294.45,0.0054
2026-03-01T10:28:00Z,api_gateway,35.82,53.64,30.13,253.18,0.0094
2026-03-01T10:28:00Z,order_service,27.52,49.16,28.37,201.88,0.0058
2026-03-01T10:28:00Z,inventory_service,21.14,52.43,73.67,262.45,0.0097
2026-03-01T10:28:00Z,payment_service,38.96,35.49,26.11,223.3,0.0032
2026-03-01T10:28:00Z,database,37.08,43.92,38.68,213.93,0.01
2026-03-01T10:28:00Z,cache,24.09,50.9,59.68,162.36,0.0022
2026-03-01T10:29:00Z,frontend,36.36,40.47,72.54,214.85,0.0015
2026-03-01T10:29:00Z,api_gateway,30.49,47.77,44.88,297.6,0.0027
2026-03-01T10:29:00Z,order_service,42.35,39.6,35.66,247.75,0.0003
2026-03-01T10:29:00Z,inventory_service,41.61,44.46,73.41,280.29,0.0019
2026-03-01T10:29:00Z,payment_service,39.27,51.9,63.05,169.69,0.0063
2026-03-01T10:29:00Z,database,43.02,47.33,64.83,167.6,0.0048
2026-03-01T10:29:00Z,cache,37.14,43.61,35.03,159.63,0.0049
2026-03-01T10:30:00Z,frontend,26.72,50.95,40.52,151.74,0.0046
2026-03-01T10:30:00Z,api_gateway,29.81,44.6,55.0,254.25,0.0029
2026-03-01T10:30:00Z,order_service,39.5,35.79,49.03,186.31,0.001
2026-03-01T10:30:00Z,inventory_service,23.56,44.98,55.91,233.95,0.007
2026-03-01T10:30:00Z,payment_service,28.16,45.35,29.39,154.98,0.0035
2026-03-01T10:30:00Z,database,29.92,37.65,53.38,270.09,0.0069
2026-03-01T10:30:00Z,cache,24.19,37.09,56.82,154.74,0.0071
2026-03-01T10:31:00Z,frontend,21.3,45.83,60.45,257.11,0.0087
2026-03-01T10:31:00Z,api_gateway,28.49,51.3,29.01,232.14,0.0089
2026-03-01T10:31:00Z,order_service,31.31,47.87,51.32,162.24,0.0073
2026-03-01T10:31:00Z,inventory_service,26.18,38.19,68.59,296.38,0.0022
2026-03-01T10:31:00Z,payment_service,24.55,50.79,57.94,233.3,0.005
2026-03-01T10:31:00Z,database,25.71,54.93,73.74,179.93,0.0065
2026-03-01T10:31:00Z,cache,21.8,35.61,37.88,280.24,0.0046
2026-03-01T10:32:00Z,frontend,38.57,43.51,42.3,298.15,0.0037
2026-03-01T10:32:00Z,api_gateway,41.68,46.57,46.93,223.0,0.0073
2026-03-01T10:32:00Z,order_service,42.52,43.43,38.84,286.85,0.0059
2026-03-01T10:32:00Z,inventory_service,35.57,47.63,61.66,257.37,0.0013
2026-03-01T10:32:00Z,payment_service,24.49,39.75,73.57,278.16,0.0018
2026-03-01T10:32:00Z,database,26.18,52.41,47.27,203.89,0.0051
2026-03-01T10:32:00Z,cache,24.09,42.82,73.47,248.51,0.0026
2026-03-01T10:33:00Z,frontend,39.34,37.62,73.49,185.41,0.0045
2026-03-01T10:33:00Z,api_gateway,24.24,45.4,41.85,214.63,0.0083
2026-03-01T10:33:00Z,order_service,35.43,49.14,33.35,155.5,0.0017
2026-03-01T10:33:00Z,inventory_service,36.6,44.49,67.21,237.8,0.0081
2026-03-01T10:33:00Z,payment_service,25.15,37.24,38.49,229.68,0.0006
2026-03-01T10:33:00Z,database,20.98,37.44,47.61,197.42,0.0093
2026-03-01T10:33:00Z,cache,21.04,37.97,74.33,150.74,0.0097
2026-03-01T10:34:00Z,frontend,35.98,52.36,47.74,223.33,0.0052
2026-03-01T10:34:00Z,api_gateway,23.49,35.6,40.4,180.28,0.007
2026-03-01T10:34:00Z,order_service,44.25,36.88,58.63,280.22,0.0044
2026-03-01T10:34:00Z,inventory_service,37.32,51.76,72.23,224.58,0.0068
2026-03-01T10:34:00Z,payment_service,41.72,46.41,26.52,253.43,0.0093
2026-03-01T10:34:00Z,database,25.39,48.18,44.69,165.99,0.0065
2026-03-01T10:34:00Z,cache,44.99,35.96,73.86,280.61,0.0041
2026-03-01T10:35:00Z,frontend,34.18,49.77,68.93,199.05,0.004
2026-03-01T10:35:00Z,api_gateway,40.2,50.25,64.89,272.68,0.0044
2026-03-01T10:35:00Z,order_service,33.61,35.12,41.23,209.43,0.0037
2026-03-01T10:35:00Z,inventory_service,29.71,43.97,36.88,184.09,0.0037
2026-03-01T10:35:00Z,payment_service,35.09,48.36,55.97,206.97,0.0046
2026-03-01T10:35:00Z,database,32.98,44.58,26.28,207.03,0.0034
2026-03-01T10:35:00Z,cache,34.5,45.67,55.4,271.95,0.0076
2026-03-01T10:36:00Z,frontend,43.89,35.36,34.79,247.12,0.0001
2026-03-01T10:36:00Z,api_gateway,26.09,53.54,28.01,202.74,0.0093
2026-03-01T10:36:00Z,order_service,32.15,40.14,39.24,270.45,0.0031
2026-03-01T10:36:00Z,inventory_service,27.78,47.21,60.81,212.03,0.0027
2026-03-01T10:36:00Z,payment_service,24.53,48.62,34.07,256.36,0.0053
2026-03-01T10:36:00Z,database,34.18,40.13,73.15,270.9,0.0048
2026-03-01T10:36:00Z,cache,21.09,47.66,72.57,272.88,0.006
2026-03-01T10:37:00Z,frontend,25.7,39.24,55.55,275.98,0.0041
2026-03-01T10:37:00Z,api_gateway,28.84,39.74,64.03,273.39,0.0027
2026-03-01T10:37:00Z,order_service,36.69,36.91,56.19,237.99,0.0045
2026-03-01T10:37:00Z,inventory_service,38.42,52.26,35.84,153.55,0.001
2026-03-01T10:37:00Z,payment_service,35.18,45.93,36.6,239.17,0.0039
2026-03-01T10:37:00Z,database,44.69,37.73,59.76,214.23,0.004
2026-03-01T10:37:00Z,cache,37.31,54.83,31.42,258.65,0.001
2026-03-01T10:38:00Z,frontend,26.85,36.59,29.28,178.78,0.0089
2026-03-01T10:38:00Z,api_gateway,25.67,42.1,28.47,160.14,0.0052
2026-03-01T10:38:00Z,order_service,25.84,45.8,69.0,229.94,0.0065
2026-03-01T10:38:00Z,inventory_service,28.33,48.39,74.71,233.67,0.0066
2026-03-01T10:38:00Z,payment_service,31.63,36.2,53.11,176.3,0.0096
2026-03-01T10:38:00Z,database,25.02,45.72,29.83,263.42,0.0045
2026-03-01T10:38:00Z,cache,36.62,50.91,71.36,209.9,0.0023
2026-03-01T10:39:00Z,frontend,44.81,53.54,52.0,228.14,0.0084
2026-03-01T10:39:00Z,api_gateway,22.23,50.11,31.39,267.3,0.0083
2026-03-01T10:39:00Z,order_service,20.9,41.06,38.16,163.15,0.0036
2026-03-01T10:39:00Z,inventory_service,33.85,41.11,44.85,240.09,0.0045
2026-03-01T10:39:00Z,payment_service,42.98,44.94,74.61,181.28,0.0085
2026-03-01T10:39:00Z,database,22.91,51.35,44.03,280.21,0.0088
2026-03-01T10:39:00Z,cache,39.75,41.09,29.05,176.03,0.004
2026-03-01T10:40:00Z,frontend,28.65,54.51,57.05,169.88,0.0082
2026-03-01T10:40:00Z,api_gateway,43.07,44.74,55.31,176.23,0.0076
2026-03-01T10:40:00Z,order_service,29.97,37.93,43.38,153.87,0.0007
2026-03-01T10:40:00Z,inventory_service,44.08,45.99,73.29,196.77,0.0043
2026-03-01T10:40:00Z,payment_service,30.99,37.11,57.04,242.94,0.0022
2026-03-01T10:40:00Z,database,85.75,88.34,2183.68,158.72,0.2098
2026-03-01T10:40:00Z,cache,23.56,37.43,40.16,253.82,0.001
2026-03-01T10:41:00Z,frontend,32.74,54.93,65.7,195.94,0.0062
2026-03-01T10:41:00Z,api_gateway,33.18,43.52,31.54,217.47,0.0089
2026-03-01T10:41:00Z,order_service,29.19,43.28,66.38,265.4,0.0073
2026-03-01T10:41:00Z,inventory_service,30.4,44.63,25.96,264.04,0.0026
2026-03-01T10:41:00Z,payment_service,33.38,39.3,25.61,296.38,0.0024
2026-03-01T10:41:00Z,database,86.28,85.86,1350.05,218.16,0.2312
2026-03-01T10:41:00Z,cache,38.43,44.52,43.79,218.92,0.0039
2026-03-01T10:42:00Z,frontend,42.3,54.11,64.35,253.22,0.0032
2026-03-01T10:42:00Z,api_gateway,26.37,51.82,26.92,219.22,0.009
2026-03-01T10:42:00Z,order_service,36.48,52.9,1465.19,160.0,0.4212
2026-03-01T10:42:00Z,inventory_service,32.81,48.6,1378.38,257.45,0.2036
2026-03-01T10:42:00Z,payment_service,43.91,49.75,42.66,202.46,0.003
2026-03-01T10:42:00Z,database,88.45,80.25,1282.17,249.05,0.392
2026-03-01T10:42:00Z,cache,27.39,50.38,56.23,180.85,0.0038
2026-03-01T10:43:00Z,frontend,35.38,50.49,2278.59,156.29,0.4025
2026-03-01T10:43:00Z,api_gateway,44.5,47.04,1540.91,271.77,0.4184
2026-03-01T10:43:00Z,order_service,43.2,39.49,2337.38,215.91,0.2722
2026-03-01T10:43:00Z,inventory_service,23.04,38.95,2247.51,192.89,0.454
2026-03-01T10:43:00Z,payment_service,42.97,40.04,62.75,276.3,0.0046
2026-03-01T10:43:00Z,database,85.56,81.98,1331.73,297.7,0.3315
2026-03-01T10:43:00Z,cache,40.44,39.27,50.29,259.92,0.0084
2026-03-01T10:44:00Z,frontend,34.76,45.17,2099.92,253.33,0.5664
2026-03-01T10:44:00Z,api_gateway,24.0,44.23,1509.1,258.97,0.4405
2026-03-01T10:44:00Z,order_service,40.0,39.08,1690.92,242.4,0.4351
2026-03-01T10:44:00Z,inventory_service,33.86,35.1,2353.88,261.86,0.3104
2026-03-01T10:44:00Z,payment_service,28.17,37.98,40.28,299.45,0.0088
2026-03-01T10:44:00Z,database,94.04,80.04,1819.59,208.73,0.2389
2026-03-01T10:44:00Z,cache,39.85,36.86,54.41,246.35,0.0048
2026-03-01T10:45:00Z,frontend,34.5,46.23,1696.8,251.47,0.5888
2026-03-01T10:45:00Z,api_gateway,32.46,36.54,2267.48,267.73,0.481
2026-03-01T10:45:00Z,order_service,31.0,37.95,1958.05,163.29,0.4207
2026-03-01T10:45:00Z,inventory_service,44.96,53.66,1430.17,245.43,0.323
2026-03-01T10:45:00Z,payment_service,41.0,42.68,53.59,177.67,0.0059
2026-03-01T10:45:00Z,database,88.88,91.29,1459.3,190.96,0.2574
2026-03-01T10:45:00Z,cache,41.82,51.84,34.31,218.73,0.008
2026-03-01T10:46:00Z,frontend,23.34,36.61,2242.06,215.53,0.3556
2026-03-01T10:46:00Z,api_gateway,35.26,37.71,1462.76,293.49,0.3988
2026-03-01T10:46:00Z,order_service,26.54,39.94,1794.71,190.79,0.433
2026-03-01T10:46:00Z,inventory_service,21.63,44.75,1885.66,285.97,0.3233
2026-03-01T10:46:00Z,payment_service,28.68,53.0,26.09,294.51,0.0066
2026-03-01T10:46:00Z,database,88.33,87.85,1398.1,259.62,0.2913
2026-03-01T10:46:00Z,cache,31.6,54.44,55.43,167.11,0.0035
2026-03-01T10:47:00Z,frontend,25.63,40.02,2346.15,228.51,0.553
2026-03-01T10:47:00Z,api_gateway,21.69,49.16,1582.35,218.75,0.631
2026-03-01T10:47:00Z,order_service,41.25,48.38,1368.5,247.65,0.3538
2026-03-01T10:47:00Z,inventory_service,40.16,44.18,1481.18,180.2,0.2991
2026-03-01T10:47:00Z,payment_service,38.92,45.39,35.24,281.94,0.0088
2026-03-01T10:47:00Z,database,91.03,90.91,1738.7,154.08,0.2745
2026-03-01T10:47:00Z,cache,22.64,48.14,66.11,266.34,0.0038
2026-03-01T10:48:00Z,frontend,25.09,45.47,2277.71,236.64,0.4386
2026-03-01T10:48:00Z,api_gateway,42.88,45.66,2342.9,268.99,0.6172
2026-03-01T10:48:00Z,order_service,26.92,54.67,2019.72,177.63,0.2456
2026-03-01T10:48:00Z,inventory_service,31.01,47.31,2363.84,270.54,0.3253
2026-03-01T10:48:00Z,payment_service,44.6,48.36,56.73,282.29,0.0017
2026-03-01T10:48:00Z,database,86.03,88.78,1387.41,257.9,0.3645
2026-03-01T10:48:00Z,cache,40.48,45.82,60.51,220.68,0.0031
2026-03-01T10:49:00Z,frontend,31.48,42.16,2183.22,200.28,0.5891
2026-03-01T10:49:00Z,api_gateway,22.52,39.8,2116.26,217.55,0.5173
